name,status
Starboard Storage Systems,closed
Vuv Analytics,operating
Active-Semi,closed
Tessella,operating
YouMail,operating
OrthogenRx,closed
Cool Earth Solar,closed
MoPub,operating
Nifty After Fifty,operating
food.de,closed
Chrome Capital Group,closed
ELARA Pharmaceuticals,operating
Borrego Solar Systems,closed
EzyInsights,operating
HaulerDeals,closed
iSocket Systems,operating
Super Technologies Inc.,closed
Egnyte,closed
Mealtek,closed
Trippin In,closed
Netsocket,operating
Warp Drive Bio,operating
CostPrize,operating
RETAIL PRO,operating
GWC,closed
Intellitactics,closed
Asyncode Limited,closed
Crowdway,operating
SignalPoint Communications,closed
FreeBrie,closed
AdStage,operating
MDG Medical,operating
Factery,closed
PointRight,closed
IntelliRisk Management,closed
Big Frame,operating
Openbucks,operating
NextLevel Health,closed
Mission Markets,closed
JAMR Labs,operating
CITIC Information Development,operating
Internet Commerce Corporation,operating
CustomerXPs Software,operating
Emerald Logic,closed
NCT Corporation,operating
Chiral Quest,operating
Triggerfox Corporation,operating
Trending.Info,closed
Fitting Room Social,closed
Clovis Oncology,closed
Scalable Display Technologies,closed
People Over Pixels,closed
Apprl,operating
HiringThing,closed
Kiddify,closed
teextee,operating
Videregen,operating
nLIGHT Corp.,closed
PLUX,operating
DesignMyNight,operating
United Dogs and Cats,closed
Benbria,closed
Fisher Coachworks,closed
Santh CleanEnergy Microgrid,closed
FabTask,operating
SKACE,closed
Kytera,operating
RetailMLS,operating
UK-EastLondon-Asian. Inc,operating
RADEUM,operating
Provision Diagnostic Imaging,operating
Bizible,closed
Frensenius Vascular Care,operating
Glimpse,closed
Imagimod,closed
DE Spirits,operating
Renewable Funding,closed
Cardiac Systemz,operating
Jianshu,operating
Pelican Renewables,operating
Home61,operating
iTraff Technology,closed
Kutoto,operating
Easydiagnosis,closed
ADMA Biologics,closed
Kaymu,closed
ProPublica,operating
Mayi Zhaopin,operating
Ganipara,operating
Salient Surgical Technologies,closed
"GreenPeptide Co.,Ltd.",closed
Applied solar Technologies,closed
US Shuttle of Boston,operating
ConnectEdu,operating
Technical Sales International,operating
VikPik,closed
Jimmy Fairly,operating
Access Media 3,operating
Open Drives,closed
Nu-Pulse,closed
Superfish,closed
myAchy,closed
Intelligence Architects,operating
Prefound,operating
China Medicine Corporation,operating
"Givella, LLC",operating
Lumicell,operating
MAINtag,operating
LogicStream Health,operating
Avior Computing,operating
BLiNQ Media,closed
Kitchit,closed
Sound Surgical Technologies,closed
LMI-Vet,closed
Chatwala,operating
Byliner,operating
Foodpanda,closed
MiniBrake,operating
NFi Studios,operating
THERAVECTYS,closed
MaMaMedia.com,closed
Palmetto Veterinary Associates,operating
AgileSource,closed
Mr.Snow,operating
NuPark,operating
Perk,operating
Fonteva,operating
"Power Supply Collective, Inc.",operating
Valet,operating
Liztic LLC,operating
U.S. Photonics,closed
XenoOne,closed
LSQ.io,closed
eCullet,closed
Healthcare IT,closed
Snaptu,operating
GiveNext,operating
S B E,operating
Midverse Studios,operating
CartHook,closed
"Samesurf, Inc.",closed
NHK World,closed
Tugg,operating
Qteros,operating
Book A Boat,operating
myStride,operating
NovoDynamics,closed
Zdorovio,operating
Hoteles y Clubs de Vacaciones SA,operating
Hathaway Renewable Energy,closed
Runic Games,closed
DocRun,operating
Lixte Biotechnology Holdings,operating
Disease Diagnostic Group,closed
Beam Suntory,closed
Walls Holding,operating
Xtellus,closed
e994,closed
Naiscorp Information Technology Services,closed
TrustaFact,closed
Bloom & Wild,closed
Green Leaf Children,closed
Mill Creek Life Sciences,closed
Droid system master,closed
Marc & Spring,closed
Hover 3D,operating
MRxonline,operating
Ways to Wellness,closed
Movellas,operating
EcoVadis,operating
WellnessFX,closed
Wazzap,closed
Xevo,operating
Bquate,operating
Sanlorenzo,operating
PLC Systems,closed
GOOD,operating
Kingnaru Entertainment,closed
SSP Europe,closed
Spinal Restoration,operating
Remitly,operating
Everimaging Technology,closed
RunSignUp.com,closed
Alliance of Angels,operating
iDiscount Ltd,operating
Knoware,closed
kenxus,operating
Enxue.com,closed
Open Harbor,operating
Advanced Inquiry Systems Inc.,closed
Choose Energy,operating
BinWise,closed
Kuehnle Agrosystems,closed
Gaston Labs,operating
PWRF,operating
Darby Smart,closed
Somna Therapeutics,operating
Springlane GmbH,closed
Qwiki,operating
CrowdClock,closed
Kigo,operating
wrkbench.io,operating
Dwellxchange Inc.,operating
Maiden Media Group,closed
Lab Sensor Solutions,closed
Loaded Pocket,operating
CGI Pharmaceuticals,operating
Upverter,closed
"Safe Trade International, LLC",operating
"DataScience, Inc.",operating
Structured Polymers,closed
Unite Technologies,closed
Pelago,closed
Medgenome Labs,operating
Ludium Lab,closed
Kada Systems,closed
Pop Products,operating
ONE Change,closed
Energy Curb,operating
Brighton Biotech,operating
NeoZeo,closed
Dapper,closed
Applika,closed
Upclique,operating
xzoops,closed
ImpactGames,closed
Imonomi,closed
Ecosphere Technologies,operating
Garpun,closed
Comeet,operating
Precision Repair Network,operating
ON DEMAND Microelectronics,closed
Delivery Hero,closed
Echo Global Logistics,closed
Seculert,operating
DCITS,operating
Region BV,closed
C3RS,operating
Snapplify,closed
Sekal AS,operating
Bizo,closed
livelocal,operating
Novavax,operating
Likeastore,closed
TASCET,closed
Lunagames,closed
6Wunderkinder / Wunderlist,operating
Sword Diagnostics,operating
WaveMetrix,operating
Overdog,closed
DutyCalculator,operating
Reliance Globalcom,closed
ImageVision,closed
Guterman Partners,operating
Happiness,operating
Scannibal,operating
ChalkRow,operating
Proxeon,closed
Global New Media,closed
Austin Logistics Incorporated,operating
Somaxon Pharmaceuticals,operating
Rehabtics,operating
M8 Media & Tech LLC.,closed
Local Magnet,closed
CloudMade,operating
Loop54,operating
Rise Art,operating
Trellia Networks,operating
Easel,operating
TRIRIGA,operating
wayve,operating
Sensics,closed
Site9,closed
Optimer Pharmaceuticals,operating
6D Global Technologies,operating
Axonify,operating
Signal,closed
Neuronex,operating
The Industry's Alternative,closed
MasterCourses,closed
Selexys Pharmaceuticals Corporation,closed
J Squared Media,closed
Kahuna,closed
InfiniDB,closed
Scranton Gillette Communications,closed
Pentadyne Power Corporation,closed
Fortressware,operating
Synchronized,operating
High There!,closed
SNAPP',operating
Hale Hau'oli Adult Day Care,operating
Pepperfry.com,operating
Ninebot,operating
DarwinSuzsoft,operating
Express KCS,operating
Graylog,operating
Mecenato,closed
Art Sumo,closed
Pushfor,closed
Population Genetics Technologies,closed
AppMyDay,operating
Sunlight Photonics,closed
AntCor,operating
Optifreeze,operating
registracija vozila,operating
Calista Technologies,closed
RyMM Education,closed
Cardion,closed
Billfish Software,closed
Alcyone Lifesciences,operating
Body Central,closed
"Cranium Cafe, LLC",operating
Trepup,operating
Staxxon,closed
A Place for Rover,operating
Thing Labs,closed
Vayable,closed
Calysta Energy,closed
Chariot,operating
Menias,closed
Stheno Corporation,closed
Sterilucent,operating
Cerberus Co.,operating
VChain Solutions,operating
Aloqa,closed
WellO2,operating
Resumesimo.com,operating
Whispto,operating
Active Scaler,operating
meracareerguide.com,closed
Movimento Group,operating
Abimate.ee,operating
LUXA,operating
Sitecert,operating
RentHop,operating
Alion Energy,closed
AdsLinked™,closed
Silverback Systems,closed
SonoMedica,operating
Gecko,closed
Dblur Technologies,closed
SoftPay Mobile,closed
Travtar,closed
Thames Card Technology,closed
Clerky,closed
Servio,operating
Signature Contracting Services,closed
Wires,operating
AkesoGenX,operating
Virtual Intelligence Technologies,operating
Pamlico Biopharma,closed
Taxon Biosciences,closed
Therachon,closed
Avox,closed
Sapheon,closed
Wave Semiconductor,closed
Derby Games,operating
Vera Whole Health,operating
Health Outcomes Worldwide,closed
RedOak Logic,closed
Doris & Dicky,operating
Anpac,closed
Everfi,operating
BeOnDesk,closed
PriceSpot,operating
Aqdot,closed
Cima NanoTech,closed
Top10,operating
American Hometec,operating
Roostify,operating
Ruckus,closed
Veridicus Health,operating
Next Games,operating
Alamak Espana Trade,operating
Publicfast,closed
Typerings.com,closed
Triplejump Group,closed
ValueClick,operating
Waste Ventures,closed
Ashmanov & Partners,closed
Sensee,operating
Publer,closed
Continuum Managed Services,closed
Tempi.do,operating
PolyMedix,closed
Spreaker,closed
AgriSync,operating
TheOfficialBoard,closed
Revnetics,operating
DMOD,closed
Qorkz,operating
Acacia,operating
bVisual,closed
DigitalTown,closed
ElastiMed,closed
Tata’s Natural Alchemy,closed
Gigturn,closed
"CompuTEK Industries, LLC.",closed
Corium International,operating
Admitly,closed
Sharewire,operating
Autocus,closed
dotHIV,operating
TeraLogic,operating
KIHEITAI,operating
Nordic Windpower,operating
Fashism,closed
SparkBase,operating
Miss Limpeza,operating
Deenty,closed
PamGene,operating
SPH Plug & Play,operating
Arclight Media Technology,operating
Higgle,operating
PictureIQ,closed
Banke,operating
Displr,closed
SeaDragon Software,closed
Beauty Noted,operating
MisFit Juicery,closed
VoyagerMed,closed
AuraLife,operating
LastRoom,operating
Clumpling,closed
H2HCare,closed
Scopis,closed
GO1,operating
OnForce,closed
investiere | Verve Capital Partners AG,operating
TriOviz,operating
CollegeZen,closed
Incentive Logic,closed
T-Quad 22,closed
StuffBuff,operating
KSK Power Venture,closed
Unified Inbox,operating
OpenBuildings,operating
Faves,closed
TiZKKA,closed
Linkfire,closed
Renovis Surgical Technologies,closed
Gweepi Medical,operating
BYNDL Inc.,closed
Phoenix Enterprise Computing Services,operating
Mobile,operating
365net,operating
Mobbr Crowd Payments,closed
Teach Me To Be,closed
Priceline,operating
RoboCent,closed
Piedmont Pharmaceuticals,operating
Darwinex,operating
Quo Nightlife App,closed
Ultraprise Loan Technologies,closed
Reniac,operating
Heels.com.ng,closed
Konsula,closed
Perpetuelle.com,operating
Trusted Insight,closed
Opentopic Inc,closed
MembraneX,closed
Invodo,closed
WatchFit,closed
RECOMY.COM,closed
Lending Works,operating
Student&Go,operating
Fit Fugitives,closed
FlipFlic,operating
Net-Marketing Corporation,operating
Extricom,closed
fav.or.it,operating
Paradise Waikiki Shuttle,closed
Space Market,operating
Eugro,closed
Technauts,operating
Wealshire of Bloomington,closed
The Odyssey,closed
Schumon & Co.,closed
Vinculum Solutions,operating
SeaMicro,closed
Entaire Global Companies,operating
Bee Smart Technologies,operating
Seyann Electronics Ltd.,closed
Trainer Rx,closed
Lozo,operating
Fetise.com,closed
Health News,operating
Contractually,operating
Canevaflor,closed
ABILITY Network,closed
AppAddictive,operating
Marcadia Biotech,closed
HighJump Software,operating
SGRECX,operating
Spacedeck,operating
Powerhouse Biologics,closed
Cedip Infrared Systems,operating
Kraken Bitcoin Exchange,closed
Prixtel,closed
No Chains,operating
JusticeBox,operating
Draper James,closed
Syllabuster,closed
InfraReDx,operating
Ionix Pharmaceuticals,operating
ilustrum,operating
Infoniqa Group,closed
OmniEarth,closed
ARS-ATD,closed
Realtime Worlds,operating
TapImmune,operating
Matisse Networks,operating
Veeam Software,closed
DSSV,closed
TalkLife,operating
NewSouth Communications,operating
BlackBridge,closed
Yana,operating
River Cities Technology LLC,operating
Demandware,closed
Stiki Digital,operating
Legions,operating
GRIDiant Corporation,closed
"Salus Novus, Inc.",closed
Cloudike,operating
Muses Labs,operating
The London Distillery Company,closed
MakeLeaps,closed
NanoMas Technologies,closed
Innovectra,closed
Triptrotting,operating
Runa Tea,operating
Idomoo,closed
Ubzerv,closed
Redwood Bioscience,closed
Blendagram,operating
Welsh ICE,operating
Codeship,closed
Emmaus Medical,closed
Marketware,closed
LuRenJia,operating
BugBuster,operating
Buckley & Brown,closed
Innoviti,operating
Massive Health,closed
Karma Gaming,operating
Monkey Analytics,closed
Xanoptix,closed
CellCeuticals Skin Care,closed
Sixty Second Parent,operating
Switchboard Sally,operating
MediaRoost,operating
VolunteerSpot,closed
LineGard Med,operating
Collaborizm,operating
Qweboo,operating
Guide Financial,closed
Seismic Software,closed
MiFi,closed
Dragonfly Systems,operating
Retas Medical Assistance,closed
Adfaces,closed
Kamelio,operating
Chatterfly,closed
Universal Avenue,operating
Reaching Our Outdoor Friends (ROOF),closed
LP Amina,operating
Stalkthis,operating
EA Fruits Farm,closed
Massachusetts Institute of Technology - MIT,operating
Snapeee,operating
metraTec,closed
Laser Tissue Welding,operating
Novapost,closed
Ferus Bestia,closed
TraderTools,closed
App Media,operating
Instamour,closed
Sense360,operating
SpeakSoft,operating
Precognate,closed
Real Time Wine,closed
Orbit Media,closed
Sigma Pensions,closed
Harmonix Music Systems,operating
Be my eyes,closed
Navigat Group,operating
DTF Technology,operating
QuVa Pharma,operating
Adaptivity,operating
ChangeTip,closed
Initial State Technologies,closed
Zooz,closed
Icarus Ascending,operating
Core Competence,closed
Colizer,operating
Gogoyoko,operating
Beagle Bioinformatics,operating
Yonja Media Group,operating
Notable Labs,operating
AromaPass,operating
ConCloud,closed
MRI Steel Framing,closed
Extreme Fliers,closed
Great East Energy,closed
Rx Networks,closed
National Transportation Exchange,closed
Motion Math,closed
CXR Biosciences,operating
Enlighted,operating
Bunkspeed,operating
Solumax,operating
AIO Robotics,operating
My Hood,operating
Notal Vision,operating
"Ariosa Diagnostics, Inc.",closed
Brix Networks,operating
Augmentix,operating
NAVX,operating
Modbook,operating
Ztail,operating
Renewal Technologies,operating
Spikes Cavell & Co,operating
ReelGenie,closed
ObserveIT,operating
Siamosoci,operating
Mosaic Storage Systems,closed
Jibo,closed
streamdata.io,operating
Much Better Adventures,closed
Forever,closed
"Vestorly, Inc.",closed
InThrMa,operating
Curiyo,operating
KEMOJO Trucking,operating
Glaciar Music,closed
Clusterpark,closed
Swissmed Mobile,operating
Veeip,closed
WT InfoTech,closed
Broadband Access Systems,operating
Smart Loyalty,operating
Blausen Medical,closed
AxoGen,closed
SynapSense,closed
PupMunch,closed
Capcom,closed
Waste Remedies,closed
Worship Arts Conservatory,closed
GlobeOp Financial Services,closed
NewHive,operating
Locate Special Diet,closed
GW Pharmaceuticals,closed
Kapta,closed
Elemental LED,closed
North Alabama Robotic Systems,closed
Dotmach,closed
AF83,operating
Via optronics,operating
Bwom,operating
Buzz Media,closed
Vyant Technologies,closed
Mininavident,closed
Brainiac TV,closed
Rivet News Radio,operating
SoStupid.com,closed
TERMINALFOUR,operating
Encover,operating
Sense,operating
International Youth Organization,closed
Clean Membranes,closed
Book of Odds,operating
Branham properties,closed
Achvr,closed
Califia Farms,closed
REGISTRAT-MAPI,closed
Elematics,closed
Global Rig Strategies,operating
Metromile,operating
Evain,operating
Kast,operating
OZZ Electric,closed
Arteris,operating
Yuggler,closed
Telefactor Robotics,closed
Press Box,closed
Colombio,closed
Intradiem,operating
Signpost,closed
Autocosta,operating
Liquavista,operating
Tokamak Solutions,closed
MyMoneyPlatform,operating
Bluedice Studio,operating
Enterprise Therapeutics,operating
Cell Guidance Systems,closed
MediaWorks,operating
Siesta Medical,closed
PipelineDB,closed
MyVR,closed
Intertwine,closed
GunUp,closed
In-Store Media Company,closed
Empire Genomics,operating
Corlytics,closed
SABIA,operating
SpecifiedBy,closed
SphynKx Therapeutics,closed
Socialize,operating
Deep Genomics,closed
Biotech Varsovia Pharma,closed
Practice Management e-Tools,operating
Nordic River,closed
BioSculpture Technology,closed
UIEvolution,operating
#HASHOFF,closed
VGTel,closed
Gemfire,closed
LUVHAN,closed
Inhibitex,operating
Livekick,operating
FitBionic,closed
Showzee,closed
The Poker Barrel,operating
rVita,operating
VRCHIVE,closed
SNSplus,closed
500px,closed
Cibecs,operating
inCyte Innovations,closed
CoachUp,operating
Neteven,closed
NG1Technologies,closed
Texas Instruments,closed
Shop Points,closed
STAND Technologies,closed
Matomy Market,closed
Cellworks,operating
Hatteras Networks,operating
Open Energi,operating
